CustomerID,Age,Gender,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,HoursSpentOnApp,NumberOfDevicesRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderCount,DaySinceLastOrder,CashbackAmount,Churn
56371,34,Female,22,Mobile,3,21.0,3.9,3,3,1,0,14,5,95.0,0
56372,51,Male,44,Mobile,1,6.0,1.7,2,5,3,0,29,1,240.0,0
56373,28,Male,7,Mobile,3,26.0,4.6,4,2,1,1,6,3,48.0,1
56374,39,Female,19,Desktop,1,10.5,3.1,3,4,2,0,17,6,135.0,0
56375,44,Male,26,Mobile,2,7.0,2.5,2,5,2,0,22,3,185.0,0
56376,30,Female,11,Mobile,3,25.0,3.7,3,3,1,0,9,7,65.0,0
56377,54,Male,48,Desktop,1,4.5,1.4,1,5,3,0,33,1,290.0,0
56378,21,Male,3,Mobile,2,17.0,4.0,4,2,1,1,3,4,25.0,1
56379,33,Female,14,Mobile,1,16.5,3.4,3,4,2,0,15,5,105.0,0
56380,46,Male,32,Desktop,2,7.2,2.3,2,5,2,0,27,2,215.0,0
56381,29,Female,10,Mobile,3,22.0,3.8,3,3,1,0,12,3,80.0,0
56382,50,Male,40,Mobile,1,5.8,1.9,2,5,3,0,25,1,205.0,0
56383,25,Male,6,Mobile,3,29.0,4.4,4,2,1,1,5,2,42.0,1
56384,35,Female,15,Desktop,1,9.5,2.7,3,4,2,0,18,4,130.0,0
56385,41,Male,30,Mobile,2,6.8,2.3,2,5,3,0,28,1,220.0,0
56386,27,Female,8,Mobile,3,21.0,4.5,3,3,1,1,7,5,60.0,1
56387,55,Male,50,Desktop,1,3.8,1.3,1,5,2,0,34,1,295.0,0
56388,23,Male,4,Mobile,2,15.5,4.1,4,2,1,1,4,5,30.0,1
56389,30,Female,12,Mobile,1,14.0,3.2,3,4,2,0,13,6,98.0,0
56390,49,Female,36,Desktop,2,8.5,1.8,2,5,2,0,23,2,188.0,0
56391,32,Male,16,Mobile,3,23.5,3.6,3,3,1,0,11,4,88.0,0
56392,51,Male,42,Mobile,1,5.2,2.0,2,5,3,0,26,1,212.0,0
56393,26,Female,5,Mobile,3,27.5,4.7,4,2,1,1,5,2,45.0,1
56394,37,Male,18,Desktop,1,11.0,2.9,3,4,2,0,19,5,138.0,0
56395,43,Female,24,Mobile,2,7.8,2.4,2,5,2,0,21,3,175.0,0
56396,31,Male,10,Mobile,3,20.5,3.6,3,3,1,0,10,4,72.0,0
56397,53,Female,46,Desktop,1,3.2,1.3,1,5,3,0,32,1,285.0,0
56398,24,Male,8,Mobile,2,19.0,4.3,4,2,1,1,7,3,52.0,1
56399,36,Female,17,Mobile,1,13.5,3.3,3,4,2,0,16,7,115.0,0
56400,47,Male,34,Desktop,2,7.9,2.2,2,5,2,0,24,2,198.0,0
56401,34,Female,22,Mobile,3,20.8,3.9,3,3,1,0,14,5,92.0,0
56402,51,Male,44,Mobile,1,5.7,1.7,2,5,3,0,29,1,245.0,0
56403,28,Male,7,Mobile,3,25.5,4.6,4,2,1,1,6,3,49.0,1
56404,39,Female,19,Desktop,1,10.8,3.1,3,4,2,0,17,6,133.0,0
56405,44,Male,26,Mobile,2,7.3,2.5,2,5,2,0,22,3,183.0,0
56406,30,Female,11,Mobile,3,24.8,3.7,3,3,1,0,9,7,68.0,0
56407,54,Male,48,Desktop,1,4.3,1.4,1,5,3,0,33,1,292.0,0
56408,21,Male,3,Mobile,2,16.8,4.0,4,2,1,1,3,4,28.0,1
56409,33,Female,14,Mobile,1,16.3,3.4,3,4,2,0,15,5,103.0,0
56410,46,Male,32,Desktop,2,7.4,2.3,2,5,2,0,27,2,218.0,0
56411,29,Female,10,Mobile,3,22.3,3.8,3,3,1,0,12,3,78.0,0
56412,50,Male,40,Mobile,1,5.9,1.9,2,5,3,0,25,1,208.0,0
56413,25,Male,6,Mobile,3,28.5,4.4,4,2,1,1,5,2,43.0,1
56414,35,Female,15,Desktop,1,9.8,2.7,3,4,2,0,18,4,132.0,0
56415,41,Male,30,Mobile,2,6.9,2.3,2,5,3,0,28,1,222.0,0
56416,27,Female,8,Mobile,3,20.7,4.5,3,3,1,1,7,5,62.0,1
56417,55,Male,50,Desktop,1,3.7,1.3,1,5,2,0,34,1,298.0,0
56418,23,Male,4,Mobile,2,15.2,4.1,4,2,1,1,4,5,32.0,1
56419,30,Female,12,Mobile,1,13.8,3.2,3,4,2,0,13,6,101.0,0
56420,49,Female,36,Desktop,2,8.3,1.8,2,5,2,0,23,2,189.0,0
56421,32,Male,16,Mobile,3,23.2,3.6,3,3,1,0,11,4,89.0,0
56422,51,Male,42,Mobile,1,5.4,2.0,2,5,3,0,26,1,214.0,0
56423,26,Female,5,Mobile,3,27.8,4.7,4,2,1,1,5,2,44.0,1
56424,37,Male,18,Desktop,1,11.3,2.9,3,4,2,0,19,5,136.0,0
56425,43,Female,24,Mobile,2,7.6,2.4,2,5,2,0,21,3,177.0,0
56426,31,Male,10,Mobile,3,20.3,3.6,3,3,1,0,10,4,73.0,0
56427,53,Female,46,Desktop,1,3.1,1.3,1,5,3,0,32,1,288.0,0
56428,24,Male,8,Mobile,2,18.8,4.3,4,2,1,1,7,3,54.0,1
56429,36,Female,17,Mobile,1,13.2,3.3,3,4,2,0,16,7,118.0,0
56430,47,Male,34,Desktop,2,7.7,2.2,2,5,2,0,24,2,199.0,0
56431,34,Female,22,Mobile,3,20.6,3.9,3,3,1,0,14,5,93.0,0
56432,51,Male,44,Mobile,1,5.6,1.7,2,5,3,0,29,1,242.0,0
56433,28,Male,7,Mobile,3,25.3,4.6,4,2,1,1,6,3,47.0,1
56434,39,Female,19,Desktop,1,10.7,3.1,3,4,2,0,17,6,134.0,0
56435,44,Male,26,Mobile,2,7.4,2.5,2,5,2,0,22,3,186.0,0
56436,30,Female,11,Mobile,3,24.6,3.7,3,3,1,0,9,7,69.0,0
56437,54,Male,48,Desktop,1,4.2,1.4,1,5,3,0,33,1,293.0,0
56438,21,Male,3,Mobile,2,16.7,4.0,4,2,1,1,3,4,29.0,1
56439,33,Female,14,Mobile,1,16.2,3.4,3,4,2,0,15,5,102.0,0
56440,46,Male,32,Desktop,2,7.3,2.3,2,5,2,0,27,2,217.0,0
56441,29,Female,10,Mobile,3,22.2,3.8,3,3,1,0,12,3,79.0,0
56442,50,Male,40,Mobile,1,5.8,1.9,2,5,3,0,25,1,209.0,0
56443,25,Male,6,Mobile,3,28.8,4.4,4,2,1,1,5,2,43.5,1
56444,35,Female,15,Desktop,1,9.7,2.7,3,4,2,0,18,4,131.0,0
56445,41,Male,30,Mobile,2,6.9,2.3,2,5,3,0,28,1,223.0,0
56446,27,Female,8,Mobile,3,20.9,4.5,3,3,1,1,7,5,63.0,1
56447,55,Male,50,Desktop,1,3.6,1.3,1,5,2,0,34,1,299.0,0
56448,23,Male,4,Mobile,2,15.1,4.1,4,2,1,1,4,5,31.0,1
56449,30,Female,12,Mobile,1,13.7,3.2,3,4,2,0,13,6,100.5,0
56450,49,Female,36,Desktop,2,8.4,1.8,2,5,2,0,23,2,189.5,0
56451,32,Male,16,Mobile,3,23.3,3.6,3,3,1,0,11,4,89.5,0
56452,51,Male,42,Mobile,1,5.5,2.0,2,5,3,0,26,1,214.5,0
56453,26,Female,5,Mobile,3,27.9,4.7,4,2,1,1,5,2,44.5,1
56454,37,Male,18,Desktop,1,11.4,2.9,3,4,2,0,19,5,137.0,0
56455,43,Female,24,Mobile,2,7.7,2.4,2,5,2,0,21,3,178.0,0
56456,31,Male,10,Mobile,3,20.4,3.6,3,3,1,0,10,4,73.5,0
56457,53,Female,46,Desktop,1,3.3,1.3,1,5,3,0,32,1,289.0,0
56458,24,Male,8,Mobile,2,18.9,4.3,4,2,1,1,7,3,54.5,1
56459,36,Female,17,Mobile,1,13.3,3.3,3,4,2,0,16,7,119.0,0
56460,47,Male,34,Desktop,2,7.8,2.2,2,5,2,0,24,2,200.0,0
56461,34,Female,22,Mobile,3,20.5,3.9,3,3,1,0,14,5,92.5,0
56462,51,Male,44,Mobile,1,5.6,1.7,2,5,3,0,29,1,243.0,0
56463,28,Male,7,Mobile,3,25.4,4.6,4,2,1,1,6,3,47.5,1
56464,39,Female,19,Desktop,1,10.6,3.1,3,4,2,0,17,6,133.5,0
56465,44,Male,26,Mobile,2,7.5,2.5,2,5,2,0,22,3,187.0,0
56466,30,Female,11,Mobile,3,24.7,3.7,3,3,1,0,9,7,70.0,0
56467,54,Male,48,Desktop,1,4.1,1.4,1,5,3,0,33,1,294.0,0
56468,21,Male,3,Mobile,2,16.6,4.0,4,2,1,1,3,4,27.0,1
56469,33,Female,14,Mobile,1,16.1,3.4,3,4,2,0,15,5,101.5,0
56470,46,Male,32,Desktop,2,7.2,2.3,2,5,2,0,27,2,216.0,0
56471,29,Female,10,Mobile,3,22.1,3.8,3,3,1,0,12,3,78.5,0
56472,50,Male,40,Mobile,1,5.7,1.9,2,5,3,0,25,1,208.5,0
56473,25,Male,6,Mobile,3,28.7,4.4,4,2,1,1,5,2,43.25,1
56474,35,Female,15,Desktop,1,9.6,2.7,3,4,2,0,18,4,131.5,0
56475,41,Male,30,Mobile,2,6.8,2.3,2,5,3,0,28,1,222.5,0
56476,27,Female,8,Mobile,3,20.8,4.5,3,3,1,1,7,5,62.5,1
56477,55,Male,50,Desktop,1,3.5,1.3,1,5,2,0,34,1,298.5,0
56478,23,Male,4,Mobile,2,15.3,4.1,4,2,1,1,4,5,31.5,1
56479,30,Female,12,Mobile,1,13.6,3.2,3,4,2,0,13,6,100.25,0
56480,49,Female,36,Desktop,2,8.3,1.8,2,5,2,0,23,2,189.75,0
56481,32,Male,16,Mobile,3,23.1,3.6,3,3,1,0,11,4,89.25,0
56482,51,Male,42,Mobile,1,5.4,2.0,2,5,3,0,26,1,214.25,0
56483,26,Female,5,Mobile,3,27.7,4.7,4,2,1,1,5,2,44.25,1
56484,37,Male,18,Desktop,1,11.3,2.9,3,4,2,0,19,5,136.5,0
56485,43,Female,24,Mobile,2,7.6,2.4,2,5,2,0,21,3,177.5,0
56486,31,Male,10,Mobile,3,20.4,3.6,3,3,1,0,10,4,73.75,0
56487,53,Female,46,Desktop,1,3.2,1.3,1,5,3,0,32,1,288.5,0
56488,24,Male,8,Mobile,2,18.7,4.3,4,2,1,1,7,3,54.75,1
56489,36,Female,17,Mobile,1,13.1,3.3,3,4,2,0,16,7,118.5,0
56490,47,Male,34,Desktop,2,7.7,2.2,2,5,2,0,24,2,200.5,0
56491,34,Female,22,Mobile,3,20.6,3.9,3,3,1,0,14,5,92.75,0
56492,51,Male,44,Mobile,1,5.5,1.7,2,5,3,0,29,1,242.5,0
56493,28,Male,7,Mobile,3,25.2,4.6,4,2,1,1,6,3,47.25,1
56494,39,Female,19,Desktop,1,10.7,3.1,3,4,2,0,17,6,133.75,0
56495,44,Male,26,Mobile,2,7.4,2.5,2,5,2,0,22,3,186.5,0
56496,30,Female,11,Mobile,3,24.5,3.7,3,3,1,0,9,7,70.5,0
56497,54,Male,48,Desktop,1,4.0,1.4,1,5,3,0,33,1,294.5,0
56498,21,Male,3,Mobile,2,16.5,4.0,4,2,1,1,3,4,27.5,1
56499,33,Female,14,Mobile,1,16.0,3.4,3,4,2,0,15,5,101.75,0
56500,46,Male,32,Desktop,2,7.1,2.3,2,5,2,0,27,2,215.5,0
5016,28,Female,3,Desktop,3,10.1,2.1,2,2,1,1,3,15,20.75,1
5017,42,Male,24,Mobile,2,7.5,4.2,4,5,3,0,30,2,150.2,0
5018,31,Female,8,Mobile,1,6.0,3.0,3,3,2,0,10,7,75.0,0
5019,55,Male,36,Desktop,3,12.5,1.5,2,1,1,1,5,20,30.5,1
5020,25,Female,5,Mobile,2,8.8,4.0,3,4,2,0,12,3,90.0,0
5021,48,Male,18,Mobile,1,4.5,3.8,4,3,3,0,25,6,120.0,0
5022,33,Female,7,Desktop,3,9.5,2.5,2,2,1,1,6,18,40.25,1
5023,39,Male,15,Mobile,2,7.0,3.2,3,4,2,0,20,4,110.75,0
5024,29,Female,2,Mobile,1,5.5,4.5,3,5,1,0,8,2,60.0,0
5025,50,Male,30,Desktop,3,11.0,1.8,2,1,3,1,4,25,25.0,1
5026,36,Female,10,Mobile,2,6.5,3.3,3,3,2,0,18,8,85.5,0
5027,45,Male,20,Mobile,1,4.0,4.1,4,4,2,0,28,3,130.0,0
5028,27,Female,4,Desktop,3,10.5,2.2,2,2,1,1,5,16,35.0,1
5029,32,Male,13,Mobile,2,7.2,3.6,3,4,3,0,17,5,105.25,0
5030,58,Female,40,Mobile,1,3.0,1.2,2,1,2,1,3,30,15.0,1
5031,22,Male,1,Mobile,3,13.0,4.8,4,5,1,0,10,1,70.0,0
5032,40,Female,16,Desktop,2,8.0,2.8,3,3,2,0,22,7,115.0,0
5033,30,Male,6,Mobile,1,5.8,3.7,3,3,2,0,9,6,65.5,0
5034,52,Female,28,Desktop,3,11.5,1.6,2,2,1,1,7,22,45.75,1
5035,37,Male,14,Mobile,2,7.8,3.4,4,4,3,0,19,4,95.2,0
5036,26,Female,3,Mobile,1,5.0,4.3,3,5,1,0,11,3,80.0,0
5037,49,Male,22,Mobile,3,9.0,3.9,2,3,2,0,26,5,125.0,0
5038,34,Female,9,Desktop,2,8.5,2.4,3,2,1,1,7,19,50.5,1
5039,41,Male,17,Mobile,1,6.8,3.1,3,4,3,0,21,6,102.75,0
5040,23,Female,2,Mobile,3,12.0,4.7,3,5,1,0,9,2,72.5,0
5041,53,Male,32,Desktop,2,10.0,1.7,2,1,2,1,5,28,32.0,1
5042,38,Female,11,Mobile,1,5.4,3.5,3,3,2,0,16,5,88.75,0
5043,46,Male,19,Mobile,3,8.2,4.0,4,4,3,0,27,3,135.0,0
5044,29,Female,5,Desktop,2,9.2,2.3,2,2,1,1,6,17,42.0,1
5045,43,Male,18,Mobile,1,6.2,3.2,3,4,2,0,23,6,112.5,0
5046,31,Female,8,Mobile,3,10.8,3.8,3,3,2,0,14,7,78.0,0
5047,50,Male,25,Desktop,2,7.0,1.5,2,1,3,1,4,24,28.5,1
5048,35,Female,12,Mobile,1,4.8,4.1,4,5,2,0,29,2,140.0,0
5049,28,Male,4,Mobile,3,11.2,2.7,2,2,1,1,5,15,38.0,1
5050,42,Female,16,Desktop,2,7.5,3.0,3,3,2,0,20,7,108.25,0
5051,33,Male,9,Mobile,1,5.1,3.6,3,4,3,0,15,5,92.0,0
5052,57,Female,38,Mobile,3,13.5,1.3,2,1,2,1,3,35,18.0,1
5053,24,Male,1,Mobile,2,8.5,4.6,4,5,1,0,12,1,75.0,0
5054,41,Female,15,Desktop,1,6.0,2.9,3,3,2,0,24,6,118.75,0
5055,30,Male,7,Mobile,3,9.8,3.7,3,3,2,0,10,8,70.5,0
5056,51,Female,27,Desktop,2,10.2,1.4,2,2,1,1,6,21,40.0,1
5057,36,Male,13,Mobile,1,5.0,3.3,4,4,3,0,18,4,100.0,0
5058,27,Female,3,Mobile,3,12.8,4.4,3,5,1,0,8,3,62.0,0
5059,48,Male,20,Desktop,2,8.8,2.0,2,3,2,0,25,5,122.0,0
5060,32,Female,8,Mobile,1,6.5,3.9,3,3,2,0,12,7,82.5,0
5061,55,Male,35,Mobile,3,14.0,1.1,2,1,3,1,4,32,22.0,1
5062,25,Female,2,Mobile,2,9.0,4.5,3,5,1,0,11,2,77.0,0
5063,40,Male,16,Desktop,1,7.0,2.8,3,3,2,0,23,6,119.0,0
5064,31,Female,9,Mobile,3,10.0,3.5,3,3,2,0,14,7,79.0,0
5065,52,Male,29,Desktop,2,10.5,1.6,2,2,1,1,7,22,41.0,1
5066,37,Female,14,Mobile,1,5.5,3.4,4,4,3,0,19,4,101.0,0
5067,26,Male,3,Mobile,3,12.5,4.3,3,5,1,0,9,3,68.0,0
5068,49,Female,22,Desktop,2,8.0,2.1,2,3,2,0,26,5,128.0,0
5069,34,Male,10,Mobile,1,6.0,3.6,3,3,2,0,15,6,90.0,0
5070,57,Female,39,Mobile,3,14.2,1.0,2,1,2,1,3,36,19.0,1
5071,23,Male,1,Mobile,2,8.7,4.7,4,5,1,0,10,1,76.0,0
5072,42,Female,17,Desktop,1,7.2,2.9,3,3,2,0,25,5,120.0,0
5073,30,Male,8,Mobile,3,9.5,3.7,3,3,2,0,11,8,72.0,0
5074,51,Female,28,Desktop,2,10.1,1.5,2,2,1,1,6,23,40.5,1
5075,35,Male,13,Mobile,1,5.2,3.3,4,4,3,0,17,4,102.0,0
5076,28,Female,4,Mobile,3,12.2,4.5,3,5,1,0,8,2,65.0,0
5077,43,Male,18,Desktop,2,8.5,2.2,2,3,2,0,24,5,123.5,0
5078,32,Female,9,Mobile,1,6.2,3.9,3,3,2,0,13,7,85.0,0
5079,56,Male,37,Mobile,3,13.8,1.2,2,1,3,1,4,34,20.0,1
5080,24,Female,2,Mobile,2,8.8,4.6,3,5,1,0,11,2,77.5,0
5081,41,Male,16,Desktop,1,7.0,2.8,3,3,2,0,23,6,119.5,0
5082,30,Female,9,Mobile,3,9.8,3.7,3,3,2,0,14,7,71.0,0
5083,52,Male,29,Desktop,2,10.3,1.5,2,2,1,1,7,21,42.5,1
5084,37,Female,14,Mobile,1,5.3,3.3,4,4,3,0,18,4,103.0,0
5085,26,Male,3,Mobile,3,12.3,4.3,3,5,1,0,9,3,69.0,0
5086,49,Female,22,Desktop,2,8.1,2.0,2,3,2,0,27,5,129.0,0
5087,34,Male,10,Mobile,1,6.1,3.6,3,3,2,0,15,6,91.0,0
5088,57,Female,38,Mobile,3,14.1,1.1,2,1,2,1,3,35,21.0,1
5089,23,Male,1,Mobile,2,8.6,4.7,4,5,1,0,10,1,76.5,0
5090,42,Female,17,Desktop,1,7.1,2.9,3,3,2,0,25,5,121.0,0
5091,30,Male,8,Mobile,3,9.6,3.7,3,3,2,0,11,8,71.5,0
5092,51,Female,28,Desktop,2,10.0,1.5,2,2,1,1,6,23,41.5,1
5093,35,Male,13,Mobile,1,5.1,3.3,4,4,3,0,17,4,102.5,0
5094,28,Female,4,Mobile,3,12.1,4.5,3,5,1,0,8,2,64.0,0
5095,43,Male,18,Desktop,2,8.4,2.2,2,3,2,0,24,5,124.0,0
5096,32,Female,9,Mobile,1,6.3,3.9,3,3,2,0,13,7,85.5,0
5097,56,Male,37,Mobile,3,13.9,1.1,2,1,3,1,4,33,20.5,1
5098,23,Female,1,Mobile,2,8.7,4.7,4,5,1,0,10,1,76.0,0
5099,42,Male,17,Desktop,1,7.3,2.9,3,3,2,0,25,5,122.5,0
5100,30,Female,8,Mobile,3,9.7,3.7,3,3,2,0,11,8,71.0,0
5101,45,Male,48,Desktop,1,5.5,1.8,2,5,3,0,88,5,400.5,0
5102,28,Female,15,Mobile,3,22.1,5.1,4,2,1,1,20,2,80.2,1
5103,39,Male,36,Mobile,2,10.0,2.9,3,4,2,0,62,8,320.1,0
5104,52,Female,60,Desktop,1,3.8,1.5,2,5,4,0,110,3,550.0,0
5105,24,Male,8,Mobile,3,28.5,6.2,5,1,1,1,10,1,40.5,1
5106,31,Female,19,Desktop,2,12.7,3.2,3,3,2,0,35,15,180.9,0
5107,41,Male,31,Mobile,1,7.1,2.5,3,4,3,0,70,7,380.25,0
5108,26,Female,12,Mobile,3,20.3,4.8,4,2,1,1,18,3,60.0,1
5109,37,Male,28,Desktop,2,9.5,2.2,3,3,2,0,55,10,280.7,0
5110,48,Female,42,Mobile,1,6.2,1.9,3,5,3,0,80,6,450.15,0
5111,22,Male,5,Mobile,3,30.1,7.5,5,1,1,1,5,1,25.0,1
5112,35,Female,25,Desktop,2,11.0,3.0,3,4,2,0,48,11,260.8,0
5113,43,Male,38,Mobile,1,4.9,2.0,3,5,3,0,75,4,420.55,0
5114,29,Female,17,Mobile,3,25.0,4.5,4,2,1,1,22,2,75.3,1
5115,36,Male,26,Desktop,2,8.8,2.7,3,3,2,0,50,9,270.65,0
5116,47,Female,40,Mobile,1,5.8,1.7,3,4,3,0,78,5,430.0,0
5117,23,Male,7,Mobile,3,29.8,5.5,4,2,1,1,12,1,50.1,1
5118,33,Female,21,Desktop,2,13.5,3.1,3,3,2,0,38,14,210.95,0
5119,40,Male,30,Mobile,1,7.5,2.4,3,4,3,0,65,7,350.3,0
5120,55,Female,50,Desktop,1,3.2,1.2,2,5,4,0,95,2,500.7,0
5121,25,Male,9,Mobile,3,27.0,6.0,5,1,1,1,15,3,55.2,1
5122,32,Female,20,Desktop,2,14.0,3.3,3,3,2,0,32,13,190.75,0
5123,42,Male,35,Mobile,1,6.5,2.3,3,4,3,0,72,6,390.1,0
5124,27,Female,14,Mobile,3,21.5,4.2,4,2,1,1,19,2,65.4,1
5125,38,Male,29,Desktop,2,9.2,2.6,3,3,2,0,58,10,300.5,0
5126,50,Female,45,Mobile,1,5.1,1.6,3,5,3,0,85,4,470.2,0
5127,21,Male,4,Mobile,3,32.0,7.0,5,1,1,1,8,1,35.0,1
5128,33,Female,22,Desktop,2,13.0,3.4,3,4,2,0,40,12,230.6,0
5129,41,Male,32,Mobile,1,7.0,2.1,3,4,3,0,68,5,360.45,0
5130,28,Female,16,Mobile,3,23.0,4.0,4,2,1,1,25,3,85.15,1
5131,37,Male,27,Desktop,2,10.5,2.5,3,3,2,0,52,9,290.35,0
5132,46,Female,39,Mobile,1,6.0,1.8,3,5,3,0,76,5,410.6,0
5133,24,Male,6,Mobile,3,31.5,5.8,4,2,1,1,11,2,45.0,1
5134,34,Female,23,Desktop,2,11.5,3.0,3,3,2,0,42,11,240.85,0
5135,43,Male,36,Mobile,1,7.8,2.2,3,4,3,0,70,7,380.2,0
5136,29,Female,18,Mobile,3,24.0,4.1,4,2,1,1,23,3,70.3,1
5137,39,Male,30,Desktop,2,9.0,2.5,3,3,2,0,60,10,310.4,0
5138,51,Female,47,Mobile,1,5.5,1.5,3,5,3,0,90,3,490.7,0
5139,20,Male,3,Mobile,3,35.0,7.8,5,1,1,1,6,1,30.0,1
5140,35,Female,24,Desktop,2,12.0,3.1,3,4,2,0,44,12,250.7,0
5141,40,Male,31,Mobile,1,7.2,2.0,3,4,3,0,66,6,370.5,0
5142,27,Female,15,Mobile,3,22.5,4.3,4,2,1,1,21,3,72.5,1
5143,36,Male,28,Desktop,2,9.8,2.4,3,3,2,0,54,9,295.8,0
5144,48,Female,43,Mobile,1,5.3,1.7,3,5,3,0,82,4,460.1,0
5145,22,Male,5,Mobile,3,30.0,6.5,5,1,1,1,9,1,40.0,1
5146,33,Female,21,Desktop,2,13.8,3.2,3,3,2,0,39,14,225.9,0
5147,42,Male,34,Mobile,1,6.8,2.3,3,4,3,0,71,7,375.15,0
5148,28,Female,17,Mobile,3,23.5,3.9,4,2,1,1,24,3,80.25,1
5149,37,Male,29,Desktop,2,9.5,2.6,3,3,2,0,57,10,305.6,0
5150,50,Female,46,Mobile,1,5.0,1.6,3,5,3,0,87,4,480.3,0
5151,21,Male,4,Mobile,3,33.0,7.2,5,1,1,1,7,1,32.5,1
5152,34,Female,23,Desktop,2,11.2,3.0,3,4,2,0,43,13,245.8,0
5153,41,Male,33,Mobile,1,7.3,2.1,3,4,3,0,69,6,370.25,0
5154,29,Female,18,Mobile,3,25.5,4.0,4,2,1,1,22,3,75.0,1
5155,38,Male,27,Desktop,2,10.0,2.5,3,3,2,0,53,9,285.75,0
5156,49,Female,44,Mobile,1,5.2,1.5,3,5,3,0,84,4,475.1,0
5157,23,Male,7,Mobile,3,31.0,5.7,4,2,1,1,10,2,48.0,1
5158,32,Female,20,Desktop,2,14.5,3.3,3,3,2,0,37,14,215.85,0
5159,40,Male,32,Mobile,1,7.0,2.2,3,4,3,0,67,5,355.3,0
5160,55,Female,51,Desktop,1,3.5,1.3,2,5,4,0,98,3,510.9,0
5161,25,Male,10,Mobile,3,28.0,5.9,5,1,1,1,13,2,52.5,1
5162,35,Female,24,Desktop,2,12.5,3.1,3,4,2,0,41,11,235.75,0
5163,43,Male,37,Mobile,1,6.7,2.3,3,4,3,0,73,6,395.2,0
5164,27,Female,16,Mobile,3,24.5,4.2,4,2,1,1,20,3,68.5,1
5165,39,Male,30,Desktop,2,9.3,2.7,3,3,2,0,59,9,300.4,0
5166,48,Female,41,Mobile,1,5.4,1.7,3,5,3,0,79,5,435.35,0
5167,22,Male,5,Mobile,3,32.5,6.8,5,1,1,1,12,1,50.0,1
5168,33,Female,22,Desktop,2,13.0,3.4,3,3,2,0,40,12,230.9,0
5169,41,Male,32,Mobile,1,7.1,2.1,3,4,3,0,68,5,360.1,0
5170,28,Female,17,Mobile,3,23.0,3.9,4,2,1,1,25,3,85.0,1
5171,37,Male,29,Desktop,2,9.4,2.6,3,3,2,0,58,10,300.25,0
5172,50,Female,46,Mobile,1,5.1,1.6,3,5,3,0,87,4,480.0,0
5173,21,Male,4,Mobile,3,33.5,7.1,5,1,1,1,7,1,33.0,1
5174,34,Female,23,Desktop,2,11.0,3.0,3,4,2,0,43,13,245.7,0
5175,41,Male,33,Mobile,1,7.2,2.2,3,4,3,0,69,6,370.0,0
5176,29,Female,18,Mobile,3,25.0,4.0,4,2,1,1,22,3,75.2,1
5177,38,Male,27,Desktop,2,10.2,2.5,3,3,2,0,53,9,285.5,0
5178,49,Female,44,Mobile,1,5.3,1.7,3,5,3,0,84,4,475.0,0
5179,23,Male,7,Mobile,3,31.5,5.7,4,2,1,1,10,2,48.0,1
5180,32,Female,20,Desktop,2,14.8,3.3,3,3,2,0,37,14,215.95,0
5181,40,Male,32,Mobile,1,7.0,2.2,3,4,3,0,67,5,355.3,0
5182,55,Female,51,Desktop,1,3.5,1.3,2,5,4,0,98,3,510.9,0
5183,25,Male,10,Mobile,3,28.0,5.9,5,1,1,1,13,2,52.5,1
5184,35,Female,24,Desktop,2,12.5,3.1,3,4,2,0,41,11,235.75,0
5185,43,Male,37,Mobile,1,6.7,2.3,3,4,3,0,73,6,395.2,0
5186,27,Female,16,Mobile,3,24.5,4.2,4,2,1,1,20,3,68.5,1
5187,39,Male,30,Desktop,2,9.3,2.7,3,3,2,0,59,9,300.4,0
5188,48,Female,41,Mobile,1,5.4,1.7,3,5,3,0,79,5,435.35,0
5189,22,Male,5,Mobile,3,32.5,6.8,5,1,1,1,12,1,50.0,1
5190,33,Female,22,Desktop,2,13.0,3.4,3,3,2,0,40,12,230.9,0
5191,41,Male,32,Mobile,1,7.1,2.1,3,4,3,0,68,5,360.1,0
5192,28,Female,17,Mobile,3,23.0,3.9,4,2,1,1,25,3,85.0,1
5193,37,Male,29,Desktop,2,9.4,2.6,3,3,2,0,58,10,300.25,0
5194,50,Female,46,Mobile,1,5.1,1.6,3,5,3,0,87,4,480.0,0
5195,21,Male,4,Mobile,3,33.0,7.2,5,1,1,1,7,1,32.5,1
5196,34,Female,23,Desktop,2,11.2,3.0,3,4,2,0,43,13,245.8,0
5197,41,Male,33,Mobile,1,7.3,2.1,3,4,3,0,69,6,370.25,0
5198,29,Female,18,Mobile,3,25.5,4.0,4,2,1,1,22,3,75.0,1
5199,38,Male,27,Desktop,2,10.0,2.5,3,3,2,0,53,9,285.75,0
56346,28,Female,6,Desktop,2,5.2,3.0,2,3,1,1,10,15,75.2,1
56347,45,Male,24,Mobile,3,20.1,5.5,4,5,3,0,50,2,250.5,0
56348,22,Female,3,Mobile,1,8.0,2.5,1,2,1,0,5,20,40.0,1
56349,31,Male,18,Desktop,2,12.8,4.0,3,4,2,0,35,7,180.9,0
56350,39,Female,9,Mobile,3,7.5,3.5,2,3,1,0,18,10,95.6,0
56351,26,Male,5,Desktop,1,15.0,2.8,2,2,1,1,8,25,50.0,1
56352,52,Female,36,Mobile,2,6.5,5.0,3,5,4,0,70,1,300.1,0
56353,29,Male,14,Mobile,3,9.5,4.5,3,4,2,0,30,4,170.8,0
